"YEAR","CASEID","PERNUM","LINENO","WT06","OCC2_CPS8","IND2_CPS8","IND_CPS8","WRKHOMEABLE"
2018,20180302181073,1,1,7532199.248796000,9999,9999,99999,99
2018,20180302181077,1,1,6522932.598968000,122,300,9490,1
2018,20180302181078,1,1,39009326.68108300,9999,9999,99999,99
2018,20180302181085,1,1,1641639.830339000,110,170,6170,99
2018,20180302181086,1,1,1692660.877264000,9999,9999,99999,99
2018,20180302181087,1,1,5410485.554661000,125,252,8470,0
2018,20180302181091,1,1,5605141.035096000,122,220,7290,1
2018,20180302181093,1,1,4631934.059865000,9999,9999,99999,99
2018,20180302181106,1,1,3386642.763469000,111,200,6870,1
2018,20180302181110,1,1,6348035.883046000,150,170,6370,0
2018,20180302181111,1,1,2722599.046727000,140,160,4870,1
2018,20180302181116,1,1,8060167.498072000,9999,9999,99999,99
2018,20180302181117,1,1,5841578.729456000,9999,9999,99999,99
2018,20180302181119,1,1,6284964.989629000,125,252,8470,0
2018,20180302181123,1,1,12586402.79799100,200,231,7580,99
2018,20180302181124,1,1,21838605.69310800,9999,9999,99999,99
2018,20180302181125,1,1,1580038.699914000,150,201,6990,1
2018,20180302181126,1,1,5773002.133181000,9999,9999,99999,99
2018,20180302181128,1,1,16601102.89944500,9999,9999,99999,99
2018,20180302181132,1,1,7687052.021122000,9999,9999,99999,99
2018,20180302181138,1,1,9997590.431292000,120,196,6770,1
2018,20180302181139,1,1,21056321.66600900,111,170,6190,0
2018,20180302181140,1,1,12103102.83795600,140,290,8790,0
2018,20180302181156,1,1,3108168.285564000,150,251,8270,1
2018,20180302181162,1,1,8673937.600607000,190,140,1190,0
2018,20180302181163,1,1,3839189.532143000,110,200,6890,99
2018,20180302181164,1,1,5436565.172373000,190,271,8680,1
2018,20180302181165,1,1,4333839.444347000,9999,9999,99999,99
2018,20180302181166,1,1,13136765.99855600,9999,9999,99999,99
2018,20180302181168,1,1,4922379.942065000,150,150,4470,1
2018,20180302181171,1,1,6003239.384390000,9999,9999,99999,99
2018,20180302181173,1,1,5064111.185577000,9999,9999,99999,99
2018,20180302181181,1,1,2568476.375758000,121,220,7290,1
2018,20180302181185,1,1,17450115.04794900,9999,9999,99999,99
2018,20180302181187,1,1,14440645.18055400,124,220,7270,1
2018,20180302181191,1,1,5157636.706796000,110,9999,3895,1
2018,20180302181192,1,1,1861685.605276000,9999,9999,99999,99
2018,20180302181196,1,1,2862345.032524000,140,290,8770,99
2018,20180302181197,1,1,6571771.364281000,110,240,7890,99
2018,20180302181199,1,1,2749502.539721000,123,251,8090,0
2018,20180302181201,1,1,5387391.950839000,131,231,7680,99
2018,20180302181205,1,1,3980196.246036000,9999,9999,99999,99
2018,20180302181208,1,1,3104361.292551000,110,251,7970,1
2018,20180302181210,1,1,8156949.072447000,127,250,8190,1
2018,20180302181215,1,1,4205515.161833000,9999,9999,99999,99
2018,20180302181217,1,1,5754150.971360000,123,252,8370,1
2018,20180302181223,1,1,1515751.845656000,9999,9999,99999,99
2018,20180302181230,1,1,15633058.22889200,9999,9999,99999,99
2018,20180302181232,1,1,23836360.60914700,150,160,5170,0
2018,20180302181236,1,1,13798297.52645200,125,240,7860,0
2018,20180302181238,1,1,4327801.565666000,122,220,7460,0
2018,20180302181241,1,1,13461094.51691400,9999,9999,99999,99
2018,20180302181244,1,1,3562063.621808000,110,160,5680,1
2018,20180302181247,1,1,3367839.168988000,111,220,7280,1
2018,20180302181253,1,1,1591652.396758000,9999,9999,99999,99
2018,20180302181257,1,1,4082492.879173000,190,110,470,0
2018,20180302181261,1,1,3816899.667143000,110,220,7460,0
2018,20180302181263,1,1,1760992.401784000,9999,9999,99999,99
2018,20180302181267,1,1,13194161.52915800,132,240,7860,0
2018,20180302181270,1,1,6641387.353348000,170,143,1890,0
2018,20180302181274,1,1,20053559.12615100,110,170,6270,0
2018,20180302181276,1,1,3967272.272567000,180,292,9190,0
2018,20180302181279,1,1,38339463.05686700,9999,9999,99999,0
2018,20180302181288,1,1,4963818.638930000,9999,9999,99999,99
2018,20180302181292,1,1,8111075.302076000,9999,9999,99999,99
2018,20180302181298,1,1,4790081.856680000,9999,9999,99999,99
2018,20180302181299,1,1,14204075.25536300,134,251,8180,0
2018,20180302181304,1,1,4479738.463725000,180,150,4170,0
2018,20180302181305,1,1,4063173.923998000,200,170,6170,0
2018,20180302181306,1,1,3063438.630236000,9999,9999,99999,99
2018,20180302181309,1,1,2235324.042385000,132,240,7860,99
2018,20180302181310,1,1,7413241.311642000,120,250,8190,1
2018,20180302181322,1,1,5147877.798318000,125,231,7580,99
2018,20180302181323,1,1,35755360.47923700,9999,9999,99999,99
2018,20180302181336,1,1,9206047.081346000,9999,9999,99999,99
2018,20180302181345,1,1,1895492.507369000,9999,9999,99999,99
2018,20180302181347,1,1,4236558.272331000,9999,9999,99999,99
2018,20180302181348,1,1,26405932.58848700,9999,9999,99999,99
2018,20180302181354,1,1,10221844.75537800,180,195,6695,0
2018,20180302181359,1,1,4724469.752822000,9999,9999,99999,99
2018,20180302181360,1,1,7254498.821055000,9999,9999,99999,99
2018,20180302181362,1,1,3770764.612291000,9999,9999,99999,99
2018,20180302181363,1,1,3912027.937827000,9999,9999,99999,99
2018,20180302181367,1,1,2009441.103375000,190,132,3080,0
2018,20180302181368,1,1,3460972.368974000,9999,9999,99999,99
2018,20180302181376,1,1,3847197.431766000,9999,9999,99999,99
2018,20180302181387,1,1,2333070.732807000,9999,9999,99999,99
2018,20180302181392,1,1,13187978.53228800,190,133,3380,0
2018,20180302181396,1,1,18162334.61853900,110,120,770,1
2018,20180302181397,1,1,16343180.86646100,121,220,7290,0
2018,20180302181400,1,1,2994230.498778000,125,240,7860,99
2018,20180302181413,1,1,20169470.93090800,9999,9999,99999,99
2018,20180302181415,1,1,7014995.696708000,140,160,4890,99
2018,20180302181416,1,1,8992190.611654000,9999,9999,99999,0
2018,20180302181417,1,1,2556700.173604000,110,220,7380,1
2018,20180302181419,1,1,9376613.742311000,200,150,4580,0
2018,20180302181428,1,1,15734188.12364500,9999,9999,99999,99
2018,20180302181429,1,1,5829423.178090000,134,291,9090,1
2018,20180302181433,1,1,6887232.324542000,132,271,8680,0
2018,20180302181434,1,1,3389207.542395000,9999,9999,99999,99
2018,20180302181441,1,1,3731533.102744000,9999,9999,99999,99
2018,20180302181442,1,1,15262102.75979200,9999,9999,99999,99
2018,20180302181443,1,1,7023485.148864000,9999,9999,99999,99
2018,20180302181447,1,1,7385449.747938000,150,200,6890,0
2018,20180302181448,1,1,5831671.374553000,9999,9999,99999,99
2018,20180302181458,1,1,7279764.820762000,150,220,7270,0
2018,20180302181460,1,1,7419935.587256000,9999,9999,99999,99
2018,20180302181467,1,1,2637617.735439000,9999,9999,99999,99
2018,20180302181468,1,1,3023421.707993000,127,250,8190,1
2018,20180302181469,1,1,33121133.81143800,140,160,4970,0
2018,20180302181473,1,1,2812024.159839000,134,252,8470,99
2018,20180302181474,1,1,12649248.22203800,200,232,7790,0
2018,20180302181475,1,1,4678771.745649000,150,160,4670,0
2018,20180302181476,1,1,8127196.347328000,126,192,6670,0
2018,20180302181479,1,1,2058556.621518000,9999,9999,99999,99
2018,20180302181483,1,1,5148386.729013000,110,133,3390,1
2018,20180302181485,1,1,2137845.764158000,9999,9999,99999,99
2018,20180302181488,1,1,4855825.269926000,150,220,7390,0
2018,20180302181489,1,1,4779216.101525000,150,192,6670,1
2018,20180302181492,1,1,6723243.551334000,134,280,9290,0
2018,20180302181493,1,1,2409616.908195000,9999,9999,99999,0
2018,20180302181495,1,1,1849361.244976000,9999,9999,99999,99
2018,20180302181497,1,1,22661320.98192100,125,240,7870,1
2018,20180302181503,1,1,8496439.590181000,120,200,6870,1
2018,20180302181509,1,1,4885512.087910000,110,220,7380,1
2018,20180302181511,1,1,3798934.259071000,180,134,3470,0
2018,20180302181513,1,1,39364167.21279300,150,231,7590,0
2018,20180302181517,1,1,14951316.76774200,9999,9999,99999,99
2018,20180302181518,1,1,5639217.313660000,150,231,7590,99
2018,20180302181520,1,1,1545776.755953000,9999,9999,99999,99
2018,20180302181528,1,1,4628861.218035000,140,9999,3895,1
2018,20180302181531,1,1,16280363.60660000,200,232,7790,1
2018,20180302181538,1,1,1954773.829704000,9999,9999,99999,99
2018,20180302181546,1,1,23163481.71646600,150,200,6870,99
2018,20180302181548,1,1,13839006.99648600,121,180,590,1
2018,20180302181553,1,1,8394613.699246000,9999,9999,99999,99
2018,20180302181554,1,1,3594163.192848000,110,100,180,99
2018,20180302181555,1,1,2684935.267887000,9999,9999,99999,99
2018,20180302181566,1,1,7436270.481007000,127,250,8190,0
2018,20180302181568,1,1,3324212.652536000,9999,9999,99999,99
2018,20180302181570,1,1,5282094.529089000,9999,9999,99999,99
2018,20180302181572,1,1,1949701.012925000,9999,9999,99999,99
2018,20180302181580,1,1,7681660.517735000,140,150,4470,1
2018,20180302181582,1,1,4531073.941205000,150,120,770,99
2018,20180302181588,1,1,6934318.436100000,9999,9999,99999,99
2018,20180302181589,1,1,8077754.605121000,131,300,9470,0
2018,20180302181594,1,1,2668764.715998000,131,231,7680,0
2018,20180302181597,1,1,24227649.21105500,9999,9999,99999,99
2018,20180302181599,1,1,1383609.522993000,127,300,9480,1
2018,20180302181602,1,1,3409320.111636000,150,220,7280,0
2018,20180302181608,1,1,44457366.78339700,9999,9999,99999,99
2018,20180302181609,1,1,2873341.909875000,110,200,6890,0
2018,20180302181614,1,1,15963074.17860000,170,120,770,0
2018,20180302181619,1,1,7500588.537272000,9999,9999,99999,99
2018,20180302181625,1,1,2189140.616260000,9999,9999,99999,99
2018,20180302181628,1,1,23698463.34107000,120,143,1890,1
2018,20180302181633,1,1,5743140.110080000,150,135,3580,98
2018,20180302181640,1,1,20943381.55783600,140,160,4795,0
2018,20180302181641,1,1,16629145.78273200,150,220,7380,1
2018,20180302181644,1,1,3498710.734305000,9999,9999,99999,99
2018,20180302181647,1,1,6213245.448117000,110,180,570,0
2018,20180302181648,1,1,1350942.568303000,9999,9999,99999,99
2018,20180302181651,1,1,14454661.56902000,9999,9999,99999,99
2018,20180302181656,1,1,1647081.505449000,140,210,7070,1
2018,20180302181659,1,1,8733403.263426000,150,292,9170,0
2018,20180302181664,1,1,3459494.234251000,9999,9999,99999,99
2018,20180302181667,1,1,5295191.771595000,120,200,6880,0
2018,20180302181669,1,1,3779587.509531000,200,251,8090,0
2018,20180302181672,1,1,4960517.668086000,9999,9999,99999,99
2018,20180302181674,1,1,5089428.496464000,9999,9999,99999,99
2018,20180302181676,1,1,1724095.162342000,9999,9999,99999,99
2018,20180302181677,1,1,84827360.54867900,9999,9999,99999,99
2018,20180302181678,1,1,1968764.813544000,125,240,7860,0
2018,20180302181681,1,1,12850771.94800300,127,251,8180,0
2018,20180302181683,1,1,2129177.720755000,126,260,8560,99
2018,20180302181686,1,1,14698845.91611400,110,141,1370,1
2018,20180302181690,1,1,12081232.69380900,123,240,7870,0
2018,20180302181694,1,1,8049472.295382000,9999,9999,99999,99
2018,20180302181695,1,1,17650807.77288100,110,240,7860,0
2018,20180302181698,1,1,7305194.466975000,127,250,8190,0
2018,20180302181703,1,1,3426495.087283000,140,200,6970,1
2018,20180302181705,1,1,5611026.323196000,131,300,9470,0
2018,20180302181708,1,1,3790819.522311000,9999,9999,99999,1
2018,20180302181709,1,1,7975008.997323000,9999,9999,99999,1
2018,20180302181713,1,1,13714807.45226400,134,100,290,0
2018,20180302181722,1,1,3514226.070198000,9999,9999,99999,99
2018,20180302181723,1,1,14831471.48519000,130,251,8170,0
2018,20180302181728,1,1,5637736.047938000,125,252,8370,0
2018,20180302181729,1,1,2607820.271714000,140,201,6990,99
2018,20180302181732,1,1,5959089.047091000,121,160,5380,0
2018,20180302181738,1,1,6056406.669387000,120,220,7390,1
2018,20180302181750,1,1,5020329.817044000,140,160,4970,0
2018,20180302181757,1,1,6846070.546567000,9999,9999,99999,99
2018,20180302181759,1,1,5714563.996633000,150,160,5275,1
2018,20180302181764,1,1,3547836.711597000,132,271,8680,99
2018,20180302181766,1,1,10423747.47543300,9999,9999,99999,99
2018,20180302181769,1,1,16141804.27481000,9999,9999,99999,99
2018,20180302181780,1,1,3274281.174108000,9999,9999,99999,99
2018,20180302181790,1,1,10052058.58103500,110,300,9370,1
2018,20180302181794,1,1,9040214.813330000,121,220,7460,1
2018,20180302181796,1,1,5762757.795677000,9999,9999,99999,99
2018,20180302181801,1,1,5249515.966483000,124,220,7270,99
2018,20180302181803,1,1,14375428.33169800,9999,9999,99999,99
2018,20180302181806,1,1,7123224.974218000,9999,9999,99999,99
2018,20180302181812,1,1,4452342.025316000,9999,9999,99999,99
2018,20180302181813,1,1,6899688.185316000,110,170,6290,1
2018,20180302181818,1,1,6202395.043906000,111,220,7390,99
2018,20180302181823,1,1,6115066.739859000,9999,9999,99999,99
2018,20180302181826,1,1,3150997.909225000,9999,9999,99999,99
2018,20180302181831,1,1,3406448.822962000,130,251,7980,0
2018,20180302181832,1,1,3987732.188025000,150,192,6670,1
2018,20180302181835,1,1,6152780.847382000,9999,9999,99999,99
2018,20180302181836,1,1,5653838.301033000,9999,9999,99999,99
2018,20180302181837,1,1,10080872.19517500,9999,9999,99999,99
2018,20180302181839,1,1,3691005.171861000,9999,9999,99999,99
2018,20180302181842,1,1,18475512.17297300,9999,9999,99999,0
2018,20180302181847,1,1,4109323.097358000,9999,9999,99999,99
2018,20180302181852,1,1,3995577.539103000,9999,9999,99999,99
2018,20180302181856,1,1,3702822.450176000,9999,9999,99999,99
2018,20180302181865,1,1,14990808.57585100,9999,9999,99999,99
2018,20180302181866,1,1,11615444.96786300,200,143,1880,0
2018,20180302181869,1,1,10077960.38902000,123,292,9160,99
2018,20180302181873,1,1,13856163.90307900,133,150,4470,99
2018,20180302181880,1,1,2343130.740892000,9999,9999,99999,99
2018,20180302181884,1,1,6772673.896371000,9999,9999,99999,99
2018,20180302181889,1,1,5540621.705660000,9999,9999,99999,99
2018,20180302181893,1,1,7927781.236785000,9999,9999,99999,99
2018,20180302181902,1,1,29512526.03608400,127,251,7980,0
2018,20180302181907,1,1,9169318.320957000,9999,9999,99999,99
2018,20180302181909,1,1,1818109.574373000,9999,9999,99999,99
2018,20180302181910,1,1,12963341.94521100,9999,9999,99999,99
2018,20180302181915,1,1,3896917.483409000,9999,9999,99999,99
2018,20180302181918,1,1,2166771.942414000,9999,9999,99999,99
2018,20180302181920,1,1,4468777.363463000,120,220,7380,0
2018,20180302181922,1,1,2981300.801425000,110,240,7860,99
2018,20180302181930,1,1,4106158.739025000,190,143,1890,0
2018,20180302181933,1,1,13775819.78586400,120,180,570,0
2018,20180302181934,1,1,9324046.306472000,9999,9999,99999,99
2018,20180302181937,1,1,25650834.28050000,127,250,8190,0
2018,20180302181938,1,1,3332988.771839000,127,251,7980,0
2018,20180302181944,1,1,21529715.24434700,9999,9999,99999,99
2018,20180302181946,1,1,7409393.242109000,110,135,3580,1
2018,20180302181948,1,1,4147635.031953000,9999,9999,99999,99
2018,20180302181954,1,1,6787117.672053000,9999,9999,99999,99
2018,20180302181957,1,1,10290612.97030000,9999,9999,99999,99
2018,20180302181964,1,1,3160873.084040000,190,140,1180,0
2018,20180302181967,1,1,5804354.368861000,150,120,770,1
2018,20180302181971,1,1,4909035.264456000,9999,9999,99999,99
2018,20180302181972,1,1,4007763.348489000,9999,9999,99999,99
2018,20180302181973,1,1,2450801.975345000,111,220,7280,1
2018,20180302181974,1,1,33417304.76993600,120,240,7870,0
2018,20180302181976,1,1,2897217.335851000,125,240,7870,1
2018,20180302181978,1,1,20380591.24457500,131,300,9470,1
2018,20180302181979,1,1,9426480.444119000,121,131,2790,1
2018,20180302181981,1,1,7335586.052771000,111,150,4470,1
2018,20180302181988,1,1,6205058.900463000,126,260,8560,99
2018,20180302181991,1,1,9626916.520683000,125,220,7290,99
2018,20180302181992,1,1,4186179.051757000,200,143,1990,0
2018,20180302181997,1,1,8410675.267793000,110,196,6770,1
2018,20180302182005,1,1,4355758.268299000,9999,9999,99999,99
2018,20180302182008,1,1,15584293.86655700,9999,9999,99999,99
2018,20180302182012,1,1,3358537.797144000,190,145,2290,0
2018,20180302182016,1,1,1658185.824666000,110,271,8680,99
2018,20180302182017,1,1,10183738.39045500,9999,9999,99999,99
2018,20180302182020,1,1,2616339.234046000,110,220,7290,1
2018,20180302182024,1,1,4952742.437579000,134,260,8570,0
2018,20180302182025,1,1,6742349.753896000,9999,9999,99999,99
2018,20180302182028,1,1,1981532.618940000,9999,9999,99999,99
2018,20180302182029,1,1,16210727.10929700,170,120,770,99
2018,20180302182038,1,1,5293402.576978000,150,220,7270,0
2018,20180302182039,1,1,4353818.931988000,140,160,4670,0
2018,20180302182046,1,1,1876520.255946000,9999,9999,99999,99
2018,20180302182063,1,1,13326250.74670000,9999,9999,99999,99
2018,20180302182064,1,1,2717971.594405000,9999,9999,99999,99
2018,20180302182067,1,1,7566142.588299000,9999,9999,99999,99
2018,20180302182076,1,1,3701285.975332000,9999,9999,99999,99
2018,20180302182082,1,1,4525148.922125000,200,271,8680,0
2018,20180302182084,1,1,4132351.736688000,131,300,9470,0
2018,20180302182085,1,1,8371824.853475000,110,145,2190,1
2018,20180302182087,1,1,7015605.695604000,9999,9999,99999,99
2018,20180302182093,1,1,1599049.696163000,125,240,7860,0
2018,20180302182095,1,1,24168319.29483500,110,9999,3895,99
2018,20180302182099,1,1,1483448.049795000,170,120,770,1
2018,20180302182113,1,1,3575859.997706000,127,250,8190,0
2018,20180302182114,1,1,12019623.51292900,9999,9999,99999,0
2018,20180302182119,1,1,7969437.351688000,9999,9999,99999,99
2018,20180302182122,1,1,15466015.17336500,126,191,6570,0
2018,20180302182132,1,1,6550924.355682000,9999,9999,99999,99
2018,20180302182143,1,1,23395067.39965100,200,150,4470,0
2018,20180302182150,1,1,28059317.67377400,110,200,6870,0
2018,20180302182156,1,1,5904377.703532000,110,144,2070,1
2018,20180302182163,1,1,12043327.04373200,140,160,4970,0
2018,20180302182168,1,1,6661571.922423000,127,250,8190,0
2018,20180302182173,1,1,18142534.41057800,150,250,8190,0
2018,20180302182174,1,1,7123477.829745000,133,231,7690,0
2018,20180302182175,1,1,5569679.492505000,9999,9999,99999,99
2018,20180302182178,1,1,12948893.48687200,120,194,6690,1
2018,20180302182179,1,1,16673542.50931200,150,240,7860,0
2018,20180302182181,1,1,17063526.60162000,9999,9999,99999,99
2018,20180302182195,1,1,5997985.810663000,127,250,8190,1
2018,20180302182196,1,1,4373045.909976000,9999,9999,99999,99
2018,20180302182199,1,1,21703956.82636300,9999,9999,99999,99
2018,20180302182213,1,1,3571428.295400000,9999,9999,99999,99
2018,20180302182217,1,1,6555245.460482000,9999,9999,99999,99
2018,20180302182227,1,1,6865288.536835000,9999,9999,99999,99
2018,20180302182228,1,1,18848609.11231600,180,160,4690,0
2018,20180302182231,1,1,3403659.989179000,127,251,8170,0
2018,20180302182236,1,1,6111123.550896000,140,210,7070,99
2018,20180302182244,1,1,4891792.185120000,140,160,5380,0
2018,20180302182247,1,1,5772406.426715000,122,110,490,1
2018,20180302182253,1,1,9814155.176273000,150,170,6290,0
2018,20180302182254,1,1,4293817.703198000,9999,9999,99999,99
2018,20180302182262,1,1,6721424.655833000,123,201,6990,1
2018,20180302182266,1,1,3477375.641897000,180,211,7190,0
2018,20180302182270,1,1,6596475.063884000,9999,9999,99999,99
2018,20180302182280,1,1,3946811.224877000,140,291,9070,0
2018,20180302182281,1,1,8856580.126963000,9999,9999,99999,99
2018,20180302182285,1,1,14426096.68155200,120,160,5170,1
2018,20180302182286,1,1,2009694.494513000,9999,9999,99999,99
2018,20180302182294,1,1,7381255.515871000,125,220,7290,0
2018,20180302182296,1,1,4192308.224926000,180,300,9590,1
2018,20180302182298,1,1,37568703.22116700,9999,9999,99999,99
2018,20180302182300,1,1,4088604.968554000,120,220,7380,1
2018,20180302182303,1,1,4594200.305285000,110,200,6870,1
2018,20180302182313,1,1,3472873.748841000,9999,9999,99999,99
2018,20180302182314,1,1,6955773.518474000,9999,9999,99999,99
2018,20180302182316,1,1,6029489.346297000,9999,9999,99999,99
2018,20180302182318,1,1,7290601.888997000,110,210,7070,99
2018,20180302182320,1,1,7071126.292923000,170,120,770,0
2018,20180302182321,1,1,9395151.283660000,9999,9999,99999,99
2018,20180302182322,1,1,7077478.680725000,110,120,770,0
2018,20180302182324,1,1,8059909.825119000,126,190,6470,1
2018,20180302182326,1,1,3242931.984046000,9999,9999,99999,99
2018,20180302182329,1,1,5276368.444572000,150,140,1070,0
2018,20180302182344,1,1,6760342.947582000,121,192,6670,0
2018,20180302182345,1,1,14734292.18378300,9999,9999,99999,99
2018,20180302182348,1,1,1797613.494816000,9999,9999,99999,99
2018,20180302182350,1,1,7318228.819499000,111,120,770,1
2018,20180302182351,1,1,2973575.800760000,110,240,7870,0
2018,20180302182352,1,1,1196811.300470000,111,201,6990,99
2018,20180302182362,1,1,22569886.45945900,190,138,3960,0
2018,20180302182366,1,1,6885847.337900000,9999,9999,99999,99
2018,20180302182367,1,1,9691553.474222000,110,150,4070,0
2018,20180302182369,1,1,8798719.926792000,140,160,4670,99
2018,20180302182370,1,1,6243833.173247000,110,220,7290,99
2018,20180302182372,1,1,5493895.581709000,134,260,8560,0
2018,20180302182375,1,1,4379338.664711000,9999,9999,99999,99
2018,20180302182377,1,1,3340674.888007000,9999,9999,99999,99
2018,20180302182383,1,1,8196639.269458000,110,170,6070,1
2018,20180302182385,1,1,6942610.651079000,110,300,9380,1
2018,20180302182388,1,1,2390719.124778000,111,300,9570,0
2018,20180302182396,1,1,4909717.639189000,130,251,8270,0
2018,20180302182397,1,1,10928747.99814600,150,170,6380,0
2018,20180302182412,1,1,4309260.675289000,140,210,7070,99
2018,20180302182416,1,1,11417909.36321700,9999,9999,99999,99
2018,20180302182418,1,1,36024354.92264400,127,251,8180,0
2018,20180302182421,1,1,28697721.30829300,125,240,7860,1
2018,20180302182425,1,1,21510167.19626800,123,252,8370,0
2018,20180302182427,1,1,13255603.28274700,9999,9999,99999,99
2018,20180302182432,1,1,10772233.35331100,9999,9999,99999,99
2018,20180302182435,1,1,5532045.639027000,9999,9999,99999,99
2018,20180302182436,1,1,4500642.116865000,140,160,4970,99
2018,20180302182440,1,1,16569850.35153100,120,220,7380,1
2018,20180302182457,1,1,34706647.11484200,125,240,7860,1
2018,20180302182461,1,1,3923382.672637000,9999,9999,99999,99
2018,20180302182464,1,1,6315597.155778000,110,120,770,1
2018,20180302182470,1,1,5744088.116371000,126,192,6670,1
2018,20180302182474,1,1,7539175.383165000,110,231,7580,99
2018,20180302182478,1,1,3374114.115545000,120,220,7380,1
2018,20180302182482,1,1,4719506.744874000,9999,9999,99999,99
2018,20180302182487,1,1,2856003.344637000,110,170,6190,99
2018,20180302182488,1,1,20471769.04872300,133,270,8660,0
2018,20180302182493,1,1,6550924.355682000,190,142,1570,0
2018,20180302182497,1,1,32966847.34303200,9999,9999,99999,99
2018,20180302182498,1,1,6588642.458714000,123,231,7580,0
2018,20180302182508,1,1,2574583.470917000,9999,9999,99999,99
2018,20180303180011,1,1,5521443.567562000,200,9999,3895,0
2018,20180303180034,1,1,24487956.15328100,110,200,6890,0
2018,20180303180036,1,1,17220258.54707100,134,291,8980,0
2018,20180303180048,1,1,10032529.72944700,9999,9999,99999,99
2018,20180303180082,1,1,4954325.426218000,9999,9999,99999,99
2018,20180303180100,1,1,3212601.573033000,132,271,8680,0
2018,20180303180550,1,1,17691741.37387900,9999,9999,99999,99
2018,20180303180557,1,1,13185181.49138700,9999,9999,99999,99
2018,20180303180572,1,1,18534841.92004200,9999,9999,99999,99
2018,20180303180639,1,1,9398321.231897000,122,220,7460,1
2018,20180303180679,1,1,16375687.49902400,132,250,8190,0
2018,20180303180774,1,1,2294984.310732000,110,240,7870,99
2018,20180303180795,1,1,5935225.108396000,140,240,7860,0
2018,20180303180827,1,1,15435168.75544300,9999,9999,99999,99
2018,20180303180854,1,1,4718121.570781000,200,170,6170,0
2018,20180303180857,1,1,6626722.910110000,9999,9999,99999,99
2018,20180303180860,1,1,12078386.20660600,9999,9999,99999,99
2018,20180303180877,1,1,22306695.78388100,9999,9999,99999,99
2018,20180303180883,1,1,3102924.747100000,122,220,7460,1
2018,20180303180898,1,1,24269561.63812000,9999,9999,99999,99
2018,20180303180995,1,1,6682914.448407000,9999,9999,99999,99
2018,20180303181000,1,1,4570659.269665000,9999,9999,99999,99
2018,20180303181013,1,1,14616595.47888300,9999,9999,99999,0
2018,20180303181027,1,1,3966303.962095000,200,170,6170,0
2018,20180303181032,1,1,29074586.65001500,9999,9999,99999,99
2018,20180303181068,1,1,2697334.487593000,170,120,770,0
2018,20180303181084,1,1,2013887.012869000,9999,9999,99999,0
2018,20180303181108,1,1,15952139.47871700,125,240,7860,0
2018,20180303181145,1,1,14370473.46034500,190,290,8880,99
2018,20180303181174,1,1,1891968.889959000,126,260,8590,0
2018,20180303181213,1,1,8971346.853347000,111,220,7390,0
2018,20180303181227,1,1,7299342.172702000,9999,9999,99999,99
2018,20180303181246,1,1,2965935.037289000,9999,9999,99999,99
2018,20180303181282,1,1,8249271.871686000,110,220,7380,0
2018,20180303181296,1,1,4634598.073016000,200,150,4470,0
2018,20180303181315,1,1,42270655.36416700,160,100,170,0
2018,20180303181335,1,1,11484094.45535800,190,133,3390,0
2018,20180303181337,1,1,4439485.111799000,9999,9999,99999,99
2018,20180303181391,1,1,4264347.552852000,134,291,8980,0
2018,20180303181442,1,1,1823374.536508000,9999,9999,99999,99
2018,20180303181486,1,1,2349338.582973000,9999,9999,99999,99
2018,20180303181509,1,1,9493192.333699000,126,191,6570,0
2018,20180303181521,1,1,8760663.821747000,140,201,6990,1
2018,20180303181529,1,1,6143652.206123000,9999,9999,99999,99
2018,20180303181536,1,1,3103263.251186000,120,200,6870,1
2018,20180303181549,1,1,5963364.034459000,150,252,8370,99
2018,20180303181571,1,1,2867930.396885000,126,170,6080,1
2018,20180303181579,1,1,8024732.367477000,111,240,7860,0
2018,20180303181610,1,1,5092314.144463000,9999,9999,99999,99
2018,20180303181611,1,1,3997720.110952000,9999,9999,99999,99
2018,20180303181665,1,1,19977637.66803200,150,160,5680,0
2018,20180303181673,1,1,10780340.92607400,111,300,9590,0
2018,20180303181697,1,1,5674972.949223000,110,100,180,99
2018,20180303181723,1,1,24601609.60878300,133,250,8190,99
2018,20180303181815,1,1,1905197.266086000,9999,9999,99999,99
2018,20180303181819,1,1,4636704.507298000,9999,9999,99999,99
2018,20180303181832,1,1,6947725.266441000,123,250,8190,0
2018,20180303181875,1,1,2532789.680719000,9999,9999,99999,99
2018,20180303181888,1,1,3661517.831409000,140,160,4670,0
2018,20180303181908,1,1,4893989.161434000,9999,9999,99999,99
2018,20180303181960,1,1,16328390.89400400,9999,9999,99999,0
2018,20180303182013,1,1,5049913.075751000,111,300,9590,1
2018,20180303182017,1,1,1442320.866336000,9999,9999,99999,99
2018,20180303182045,1,1,16635722.04915100,9999,9999,99999,99
2018,20180303182096,1,1,13236362.45663800,140,160,5390,99
2018,20180303182173,1,1,5262762.643641000,9999,9999,99999,99
2018,20180303182175,1,1,3729326.138337000,125,240,7860,0
2018,20180303182205,1,1,6017780.065680000,9999,9999,99999,99
2018,20180303182231,1,1,13440115.44955900,200,170,6380,0
2018,20180303182243,1,1,36298535.86971000,126,138,3970,99
2018,20180303182431,1,1,5575592.219706000,110,220,7390,99
2018,20180303182438,1,1,4155746.749174000,126,220,7370,1
2018,20180303182452,1,1,7915101.204097000,150,160,4970,0
2018,20180303182461,1,1,9536426.035736000,127,251,8180,0
2018,20180303182490,1,1,7606910.342245000,110,201,6990,99
2018,20180303182499,1,1,6142552.488274000,9999,9999,99999,99
